id,room_id,noted_date,temp,out_in
__export__.temp_log_195062_bd5ad799,Room Admin,08-12-2018 03:50,35,Out
__export__.temp_log_195060_d29a5211,Room Admin,08-12-2018 03:49,29,In
__export__.temp_log_195061_ab70c289,Room Admin,08-12-2018 03:49,29,In
__export__.temp_log_195037_9456fdc0,Room Admin,08-12-2018 03:41,29,In
__export__.temp_log_195036_d688778a,Room Admin,08-12-2018 03:41,29,In
__export__.temp_log_195032_f565a419,Room Admin,08-12-2018 03:39,29,In
__export__.temp_log_195033_f6909e99,Room Admin,08-12-2018 03:39,29,In
__export__.temp_log_195029_0c268f3d,Room Admin,08-12-2018 03:38,36,Out
__export__.temp_log_195028_c20924a7,Room Admin,08-12-2018 03:38,36,Out
__export__.temp_log_195019_40f57304,Room Admin,08-12-2018 03:36,36,Out
__export__.temp_log_195018_23817b7a,Room Admin,08-12-2018 03:36,36,Out
__export__.temp_log_195016_4736aa06,Room Admin,08-12-2018 03:35,29,In
__export__.temp_log_195017_d9b81aa4,Room Admin,08-12-2018 03:35,29,In
__export__.temp_log_195007_a3107e67,Room Admin,08-12-2018 03:31,29,In
__export__.temp_log_195006_f32da630,Room Admin,08-12-2018 03:31,29,In
__export__.temp_log_195001_ad34e638,Room Admin,08-12-2018 03:30,36,Out
__export__.temp_log_195000_05234fe9,Room Admin,08-12-2018 03:30,36,Out
__export__.temp_log_194996_10f4893c,Room Admin,08-12-2018 03:27,29,In
__export__.temp_log_194997_1464bf18,Room Admin,08-12-2018 03:27,29,In
__export__.temp_log_194989_ff104a76,Room Admin,08-12-2018 03:24,36,Out
__export__.temp_log_194988_f315bb77,Room Admin,08-12-2018 03:24,36,Out
__export__.temp_log_194985_0c242e58,Room Admin,08-12-2018 03:21,29,In
__export__.temp_log_194984_39091438,Room Admin,08-12-2018 03:21,29,In
__export__.temp_log_194978_5b05268d,Room Admin,08-12-2018 03:20,35,Out
__export__.temp_log_194979_fcb58361,Room Admin,08-12-2018 03:20,35,Out
__export__.temp_log_194976_f231959c,Room Admin,08-12-2018 03:19,29,In
__export__.temp_log_194977_a9146e04,Room Admin,08-12-2018 03:19,29,In
__export__.temp_log_194969_4fd09f62,Room Admin,08-12-2018 03:18,36,Out
__export__.temp_log_194967_d389d9ec,Room Admin,08-12-2018 03:18,36,Out
__export__.temp_log_194965_46a0dad3,Room Admin,08-12-2018 03:17,29,In
__export__.temp_log_194964_d81d2efb,Room Admin,08-12-2018 03:17,29,In
__export__.temp_log_194959_9da0f776,Room Admin,08-12-2018 03:15,29,In
__export__.temp_log_194958_c13f3297,Room Admin,08-12-2018 03:15,29,In
__export__.temp_log_194954_9a7e21d5,Room Admin,08-12-2018 03:14,36,Out
__export__.temp_log_194955_e3ab639e,Room Admin,08-12-2018 03:14,36,Out
__export__.temp_log_194950_55e01366,Room Admin,08-12-2018 03:11,29,In
__export__.temp_log_194951_b4c6d07f,Room Admin,08-12-2018 03:11,29,In
__export__.temp_log_194941_0dc703fc,Room Admin,08-12-2018 03:08,36,Out
__export__.temp_log_194942_f328bbe1,Room Admin,08-12-2018 03:08,36,Out
__export__.temp_log_194939_76c28cf6,Room Admin,08-12-2018 03:07,29,In
__export__.temp_log_194938_0139eddc,Room Admin,08-12-2018 03:07,29,In
__export__.temp_log_194935_f9bb5258,Room Admin,08-12-2018 03:06,35,Out
__export__.temp_log_194934_f9b6583d,Room Admin,08-12-2018 03:06,35,Out
__export__.temp_log_194932_5e4f94e1,Room Admin,08-12-2018 03:05,29,In
__export__.temp_log_194933_32ff9e01,Room Admin,08-12-2018 03:05,29,In
__export__.temp_log_194929_32b50cc7,Room Admin,08-12-2018 03:04,35,Out
__export__.temp_log_194928_dc455534,Room Admin,08-12-2018 03:04,35,Out
__export__.temp_log_194923_77cecea5,Room Admin,08-12-2018 03:00,35,Out
__export__.temp_log_194922_6b2693d7,Room Admin,08-12-2018 03:00,35,Out
__export__.temp_log_194919_9d554452,Room Admin,08-12-2018 02:59,29,In
__export__.temp_log_194918_b4c3d084,Room Admin,08-12-2018 02:59,29,In
__export__.temp_log_194917_4ac46cc0,Room Admin,08-12-2018 02:56,35,Out
__export__.temp_log_194916_6e8c8785,Room Admin,08-12-2018 02:56,35,Out
__export__.temp_log_194913_0d213bb7,Room Admin,08-12-2018 02:52,35,Out
__export__.temp_log_194912_3eef1c8f,Room Admin,08-12-2018 02:52,35,Out
__export__.temp_log_194911_7f8aa418,Room Admin,08-12-2018 02:51,29,In
__export__.temp_log_194910_4048ba16,Room Admin,08-12-2018 02:51,29,In
__export__.temp_log_194905_0dee4540,Room Admin,08-12-2018 02:50,36,Out
__export__.temp_log_194903_7437576f,Room Admin,08-12-2018 02:50,36,Out
__export__.temp_log_194901_6f57fc6f,Room Admin,08-12-2018 02:49,29,In
__export__.temp_log_194900_458dc13d,Room Admin,08-12-2018 02:49,29,In
__export__.temp_log_194895_7df55b11,Room Admin,08-12-2018 02:48,35,Out
__export__.temp_log_194894_b5061323,Room Admin,08-12-2018 02:48,35,Out
__export__.temp_log_194893_471c25a3,Room Admin,08-12-2018 02:47,29,In
__export__.temp_log_194892_a320632f,Room Admin,08-12-2018 02:47,29,In
__export__.temp_log_194886_8c307f40,Room Admin,08-12-2018 02:46,35,Out
__export__.temp_log_194887_76cd2cc1,Room Admin,08-12-2018 02:46,35,Out
__export__.temp_log_194876_dd947230,Room Admin,08-12-2018 02:44,35,Out
__export__.temp_log_194877_a389efa8,Room Admin,08-12-2018 02:44,35,Out
__export__.temp_log_194873_62ec65e1,Room Admin,08-12-2018 02:43,29,In
__export__.temp_log_194872_b936cf73,Room Admin,08-12-2018 02:43,29,In
__export__.temp_log_194868_89f4af30,Room Admin,08-12-2018 02:42,35,Out
__export__.temp_log_194869_4103a2d9,Room Admin,08-12-2018 02:42,35,Out
__export__.temp_log_194863_25e99ca4,Room Admin,08-12-2018 02:40,35,Out
__export__.temp_log_194862_15a65b72,Room Admin,08-12-2018 02:40,35,Out
__export__.temp_log_194861_d4ba58c5,Room Admin,08-12-2018 02:39,29,In
__export__.temp_log_194860_1096f062,Room Admin,08-12-2018 02:39,29,In
__export__.temp_log_194857_f3f2e348,Room Admin,08-12-2018 02:38,35,Out
__export__.temp_log_194856_59363189,Room Admin,08-12-2018 02:38,35,Out
__export__.temp_log_194854_a4d07ea7,Room Admin,08-12-2018 02:37,29,In
__export__.temp_log_194855_5011284d,Room Admin,08-12-2018 02:37,29,In
__export__.temp_log_194851_7b30319a,Room Admin,08-12-2018 02:36,34,Out
__export__.temp_log_194850_62e01874,Room Admin,08-12-2018 02:36,34,Out
__export__.temp_log_194848_3a7223be,Room Admin,08-12-2018 02:35,29,In
__export__.temp_log_194849_0143353a,Room Admin,08-12-2018 02:35,29,In
__export__.temp_log_194843_306a6680,Room Admin,08-12-2018 02:34,35,Out
__export__.temp_log_194842_b864ffe8,Room Admin,08-12-2018 02:34,35,Out
__export__.temp_log_194840_c3310ddf,Room Admin,08-12-2018 02:33,29,In
__export__.temp_log_194841_64906bb9,Room Admin,08-12-2018 02:33,29,In
__export__.temp_log_194839_1959c8b5,Room Admin,08-12-2018 02:32,35,Out
__export__.temp_log_194838_35ed0127,Room Admin,08-12-2018 02:32,35,Out
__export__.temp_log_194837_545ffae2,Room Admin,08-12-2018 02:31,29,In
__export__.temp_log_194836_9b76a8f2,Room Admin,08-12-2018 02:31,29,In
__export__.temp_log_194829_643f239d,Room Admin,08-12-2018 02:29,29,In
__export__.temp_log_194828_8bc06df4,Room Admin,08-12-2018 02:29,29,In
__export__.temp_log_194821_1e268d29,Room Admin,08-12-2018 02:28,35,Out
__export__.temp_log_194820_3c2b7de0,Room Admin,08-12-2018 02:28,35,Out
__export__.temp_log_194817_b7974218,Room Admin,08-12-2018 02:27,29,In
__export__.temp_log_194816_de1b7ebb,Room Admin,08-12-2018 02:27,29,In
__export__.temp_log_194806_314d3aaa,Room Admin,08-12-2018 02:23,29,In
__export__.temp_log_194807_3f2e7e94,Room Admin,08-12-2018 02:23,29,In
__export__.temp_log_194802_ff247ff6,Room Admin,08-12-2018 02:22,35,Out
__export__.temp_log_194803_0f7eea10,Room Admin,08-12-2018 02:22,35,Out
__export__.temp_log_194800_5e14c03d,Room Admin,08-12-2018 02:21,29,In
__export__.temp_log_194801_243a5309,Room Admin,08-12-2018 02:21,29,In
__export__.temp_log_194795_810d0ae7,Room Admin,08-12-2018 02:19,29,In
__export__.temp_log_194794_e8205c52,Room Admin,08-12-2018 02:19,29,In
__export__.temp_log_194791_9814792e,Room Admin,08-12-2018 02:15,29,In
__export__.temp_log_194790_381b220a,Room Admin,08-12-2018 02:15,29,In
__export__.temp_log_194787_fa7912bf,Room Admin,08-12-2018 02:14,30,In
__export__.temp_log_194786_a51c3165,Room Admin,08-12-2018 02:14,30,In
__export__.temp_log_194783_20c2e2e8,Room Admin,08-12-2018 02:14,35,Out
__export__.temp_log_194782_f0a715a3,Room Admin,08-12-2018 02:14,35,Out
__export__.temp_log_194779_d3719fa9,Room Admin,08-12-2018 02:13,30,In
__export__.temp_log_194778_f9cc9eeb,Room Admin,08-12-2018 02:12,30,In
__export__.temp_log_194775_84a5ca0c,Room Admin,08-12-2018 02:12,35,Out
__export__.temp_log_194774_1f7f4fd1,Room Admin,08-12-2018 02:12,35,Out
__export__.temp_log_194766_fd5bd51c,Room Admin,08-12-2018 02:09,29,In
__export__.temp_log_194767_6d3b6b50,Room Admin,08-12-2018 02:09,29,In
__export__.temp_log_194761_b46e698e,Room Admin,08-12-2018 02:08,35,Out
__export__.temp_log_194760_18dcd624,Room Admin,08-12-2018 02:08,35,Out
__export__.temp_log_194758_bc93a32f,Room Admin,08-12-2018 02:07,29,In
__export__.temp_log_194759_e4d1bf69,Room Admin,08-12-2018 02:07,29,In
__export__.temp_log_194755_db2957e5,Room Admin,08-12-2018 02:06,36,Out
__export__.temp_log_194754_e9239422,Room Admin,08-12-2018 02:06,36,Out
__export__.temp_log_194753_206b3eae,Room Admin,08-12-2018 02:05,29,In
__export__.temp_log_194752_7e1f65fd,Room Admin,08-12-2018 02:05,29,In
__export__.temp_log_194749_d8eb7a5a,Room Admin,08-12-2018 02:04,35,Out
__export__.temp_log_194748_a3bf9575,Room Admin,08-12-2018 02:04,35,Out
__export__.temp_log_194747_a50ea5a6,Room Admin,08-12-2018 02:03,29,In
__export__.temp_log_194746_dc20cecb,Room Admin,08-12-2018 02:03,29,In
__export__.temp_log_194744_9e28b472,Room Admin,08-12-2018 02:02,35,Out
__export__.temp_log_194745_8e6054de,Room Admin,08-12-2018 02:02,35,Out
__export__.temp_log_194740_a4f71d26,Room Admin,08-12-2018 01:59,29,In
__export__.temp_log_194741_366646bc,Room Admin,08-12-2018 01:59,29,In
__export__.temp_log_194735_f41883b1,Room Admin,08-12-2018 01:57,29,In
__export__.temp_log_194734_8742440e,Room Admin,08-12-2018 01:57,29,In
__export__.temp_log_194731_781e3b41,Room Admin,08-12-2018 01:56,35,Out
__export__.temp_log_194730_744a4ce7,Room Admin,08-12-2018 01:56,35,Out
__export__.temp_log_194728_6a1e0ee3,Room Admin,08-12-2018 01:55,29,In
__export__.temp_log_194729_1eec1b7d,Room Admin,08-12-2018 01:55,29,In
__export__.temp_log_194723_e4447603,Room Admin,08-12-2018 01:54,35,Out
__export__.temp_log_194722_6a550b4a,Room Admin,08-12-2018 01:54,35,Out
__export__.temp_log_194718_841324c9,Room Admin,08-12-2018 01:53,29,In
__export__.temp_log_194719_725c05d9,Room Admin,08-12-2018 01:53,29,In
__export__.temp_log_194713_091484a2,Room Admin,08-12-2018 01:52,35,Out
__export__.temp_log_194712_f3ad7d14,Room Admin,08-12-2018 01:52,35,Out
__export__.temp_log_194708_c722997f,Room Admin,08-12-2018 01:51,29,In
__export__.temp_log_194709_dd56f0e9,Room Admin,08-12-2018 01:51,29,In
__export__.temp_log_194705_11c47478,Room Admin,08-12-2018 01:50,36,Out
__export__.temp_log_194704_4357ef84,Room Admin,08-12-2018 01:50,36,Out
__export__.temp_log_194689_b98e94f7,Room Admin,08-12-2018 01:45,29,In
__export__.temp_log_194688_9b31138b,Room Admin,08-12-2018 01:45,29,In
__export__.temp_log_194684_fd8e1317,Room Admin,08-12-2018 01:43,29,In
__export__.temp_log_194685_3cee0a5a,Room Admin,08-12-2018 01:43,29,In
__export__.temp_log_194674_44bb4091,Room Admin,08-12-2018 01:40,30,In
__export__.temp_log_194675_8e828f31,Room Admin,08-12-2018 01:40,30,In
__export__.temp_log_194669_28678a52,Room Admin,08-12-2018 01:39,29,In
__export__.temp_log_194668_ce03abbd,Room Admin,08-12-2018 01:39,29,In
__export__.temp_log_194666_80bbf90a,Room Admin,08-12-2018 01:38,30,In
__export__.temp_log_194667_ea59dc92,Room Admin,08-12-2018 01:38,30,In
__export__.temp_log_194663_3e0f66ee,Room Admin,08-12-2018 01:37,29,In
__export__.temp_log_194662_6858b0fd,Room Admin,08-12-2018 01:37,29,In
__export__.temp_log_194658_0ae57208,Room Admin,08-12-2018 01:36,30,In
__export__.temp_log_194660_5a2f0ab5,Room Admin,08-12-2018 01:36,30,In
__export__.temp_log_194653_3463cc19,Room Admin,08-12-2018 01:34,30,In
__export__.temp_log_194652_150516ad,Room Admin,08-12-2018 01:34,30,In
__export__.temp_log_194645_ae5ccd94,Room Admin,08-12-2018 01:31,29,In
__export__.temp_log_194644_14d79e2d,Room Admin,08-12-2018 01:31,29,In
__export__.temp_log_194636_98543f68,Room Admin,08-12-2018 01:29,29,In
__export__.temp_log_194637_c072f958,Room Admin,08-12-2018 01:29,29,In
__export__.temp_log_194633_5d766573,Room Admin,08-12-2018 01:28,30,In
__export__.temp_log_194632_8719c8fa,Room Admin,08-12-2018 01:28,30,In
__export__.temp_log_194623_4cf3d43c,Room Admin,08-12-2018 01:24,36,Out
__export__.temp_log_194622_092027ed,Room Admin,08-12-2018 01:24,36,Out
__export__.temp_log_194620_36c5cbf7,Room Admin,08-12-2018 01:23,29,In
__export__.temp_log_194621_c61ccc01,Room Admin,08-12-2018 01:23,29,In
__export__.temp_log_194614_a2220c42,Room Admin,08-12-2018 01:21,29,In
__export__.temp_log_194615_9d25275c,Room Admin,08-12-2018 01:21,29,In
__export__.temp_log_194611_e0e3fe67,Room Admin,08-12-2018 01:20,36,Out
__export__.temp_log_194610_93492a6b,Room Admin,08-12-2018 01:20,36,Out
__export__.temp_log_194607_46a04987,Room Admin,08-12-2018 01:19,29,In
__export__.temp_log_194606_052b8799,Room Admin,08-12-2018 01:19,29,In
__export__.temp_log_194597_5253a483,Room Admin,08-12-2018 01:17,29,In
__export__.temp_log_194596_84596206,Room Admin,08-12-2018 01:17,29,In
__export__.temp_log_194592_2dfb92f0,Room Admin,08-12-2018 01:15,29,In
__export__.temp_log_194593_68d9c59e,Room Admin,08-12-2018 01:15,29,In
__export__.temp_log_194579_ee7e99d7,Room Admin,08-12-2018 01:09,29,In
__export__.temp_log_194578_f915bc76,Room Admin,08-12-2018 01:09,29,In
__export__.temp_log_194563_36005663,Room Admin,08-12-2018 01:03,29,In
__export__.temp_log_194562_8f38cf3d,Room Admin,08-12-2018 01:03,29,In
__export__.temp_log_194555_e0289275,Room Admin,08-12-2018 00:59,29,In
__export__.temp_log_194554_090b5d40,Room Admin,08-12-2018 00:59,29,In
__export__.temp_log_194545_59d3430e,Room Admin,08-12-2018 00:56,36,Out
__export__.temp_log_194544_1ec7c1c1,Room Admin,08-12-2018 00:56,36,Out
__export__.temp_log_194541_d492268d,Room Admin,08-12-2018 00:55,29,In
__export__.temp_log_194540_7829dad5,Room Admin,08-12-2018 00:55,29,In
__export__.temp_log_194531_bb5a0ac0,Room Admin,08-12-2018 00:49,29,In
__export__.temp_log_194530_60460764,Room Admin,08-12-2018 00:49,29,In
__export__.temp_log_194527_92f0ddf8,Room Admin,08-12-2018 00:48,36,Out
__export__.temp_log_194526_7c2ee290,Room Admin,08-12-2018 00:48,36,Out
__export__.temp_log_194525_f34df9ae,Room Admin,08-12-2018 00:47,29,In
__export__.temp_log_194524_5ddbb084,Room Admin,08-12-2018 00:47,29,In
__export__.temp_log_194518_909c67b8,Room Admin,08-12-2018 00:43,29,In
__export__.temp_log_194519_d1fcf870,Room Admin,08-12-2018 00:43,29,In
__export__.temp_log_194517_ecf9e9df,Room Admin,08-12-2018 00:42,36,Out
__export__.temp_log_194516_6ea0a47c,Room Admin,08-12-2018 00:42,36,Out
__export__.temp_log_194513_239deb28,Room Admin,08-12-2018 00:41,29,In
__export__.temp_log_194512_f1622e46,Room Admin,08-12-2018 00:41,29,In
__export__.temp_log_194511_848fadb2,Room Admin,08-12-2018 00:39,29,In
__export__.temp_log_194510_8ee37102,Room Admin,08-12-2018 00:39,29,In
__export__.temp_log_194509_997505d6,Room Admin,08-12-2018 00:37,29,In
__export__.temp_log_194508_2cc23aa9,Room Admin,08-12-2018 00:37,29,In
__export__.temp_log_194507_a4a7a625,Room Admin,08-12-2018 00:35,29,In
__export__.temp_log_194506_7ac0db75,Room Admin,08-12-2018 00:35,29,In
__export__.temp_log_194503_d0e35601,Room Admin,08-12-2018 00:31,29,In
__export__.temp_log_194502_3dae76a2,Room Admin,08-12-2018 00:31,29,In
__export__.temp_log_194498_a2653be9,Room Admin,08-12-2018 00:30,36,Out
__export__.temp_log_194499_069a3c1a,Room Admin,08-12-2018 00:30,36,Out
__export__.temp_log_194496_94b14b2f,Room Admin,08-12-2018 00:29,29,In
__export__.temp_log_194497_2b8aec73,Room Admin,08-12-2018 00:29,29,In
__export__.temp_log_194495_d9df6013,Room Admin,08-12-2018 00:26,36,Out
__export__.temp_log_194494_bf2dc395,Room Admin,08-12-2018 00:26,36,Out
__export__.temp_log_194491_03fbda92,Room Admin,08-12-2018 00:25,29,In
__export__.temp_log_194490_c03ad4c6,Room Admin,08-12-2018 00:25,29,In
__export__.temp_log_194486_c214da2f,Room Admin,08-12-2018 00:23,29,In
__export__.temp_log_194487_cdc8c2c0,Room Admin,08-12-2018 00:23,29,In
__export__.temp_log_194483_208581df,Room Admin,08-12-2018 00:21,29,In
__export__.temp_log_194482_37fa8ba2,Room Admin,08-12-2018 00:21,29,In
__export__.temp_log_194479_2192a9c5,Room Admin,08-12-2018 00:19,29,In
__export__.temp_log_194478_4eb481df,Room Admin,08-12-2018 00:19,29,In
__export__.temp_log_194474_1ef9b3b7,Room Admin,08-12-2018 00:17,29,In
__export__.temp_log_194475_8ff98d5e,Room Admin,08-12-2018 00:17,29,In
__export__.temp_log_194473_98e04ec0,Room Admin,08-12-2018 00:15,29,In
__export__.temp_log_194472_c8de7bbe,Room Admin,08-12-2018 00:15,29,In
__export__.temp_log_194470_a0e3e765,Room Admin,08-12-2018 00:14,36,Out
__export__.temp_log_194471_b705c76e,Room Admin,08-12-2018 00:14,36,Out
__export__.temp_log_194468_c57249d5,Room Admin,08-12-2018 00:13,29,In
__export__.temp_log_194469_01b9f659,Room Admin,08-12-2018 00:13,29,In
__export__.temp_log_194467_dca1748a,Room Admin,08-12-2018 00:12,36,Out
__export__.temp_log_194466_2d3d7f99,Room Admin,08-12-2018 00:12,36,Out
__export__.temp_log_194463_aa076515,Room Admin,08-12-2018 00:11,29,In
__export__.temp_log_194462_cd1c7d66,Room Admin,08-12-2018 00:11,29,In
__export__.temp_log_194456_1595a890,Room Admin,08-12-2018 00:09,29,In
__export__.temp_log_194457_73c83528,Room Admin,08-12-2018 00:09,29,In
__export__.temp_log_194449_58a54913,Room Admin,08-12-2018 00:05,29,In
__export__.temp_log_194448_b7c00056,Room Admin,08-12-2018 00:05,29,In
__export__.temp_log_194444_b4308bdd,Room Admin,08-12-2018 00:04,36,Out
__export__.temp_log_194445_2f7f1b30,Room Admin,08-12-2018 00:04,36,Out
__export__.temp_log_194443_6f3afe17,Room Admin,08-12-2018 00:03,29,In
__export__.temp_log_194442_8a532819,Room Admin,08-12-2018 00:03,29,In
__export__.temp_log_194439_8c07abc5,Room Admin,08-12-2018 00:02,36,Out
__export__.temp_log_194438_3942217a,Room Admin,08-12-2018 00:02,36,Out
__export__.temp_log_194436_61ca11ba,Room Admin,08-12-2018 00:00,35,Out
__export__.temp_log_194437_d9501a33,Room Admin,08-12-2018 00:00,35,Out
__export__.temp_log_194431_ea8207d2,Room Admin,07-12-2018 23:56,36,Out
__export__.temp_log_194430_9bc19f94,Room Admin,07-12-2018 23:56,36,Out
__export__.temp_log_194425_fe69864e,Room Admin,07-12-2018 23:54,37,Out
__export__.temp_log_194424_2b1cd621,Room Admin,07-12-2018 23:54,37,Out
__export__.temp_log_194423_8e637b3e,Room Admin,07-12-2018 23:53,29,In
__export__.temp_log_194422_535bcc4e,Room Admin,07-12-2018 23:53,29,In
__export__.temp_log_194417_962feecd,Room Admin,07-12-2018 23:51,29,In
__export__.temp_log_194416_059f60bd,Room Admin,07-12-2018 23:51,29,In
__export__.temp_log_194415_e6140cdc,Room Admin,07-12-2018 23:50,36,Out
__export__.temp_log_194414_01e78090,Room Admin,07-12-2018 23:50,36,Out
__export__.temp_log_194398_4b45b67d,Room Admin,07-12-2018 23:41,29,In
__export__.temp_log_194399_fc48c85c,Room Admin,07-12-2018 23:41,29,In
__export__.temp_log_194395_b6bc76a7,Room Admin,07-12-2018 23:40,36,Out
__export__.temp_log_194394_bfd89884,Room Admin,07-12-2018 23:40,36,Out
__export__.temp_log_194389_4d9dbac0,Room Admin,07-12-2018 23:38,36,Out
__export__.temp_log_194388_8e7e55cd,Room Admin,07-12-2018 23:38,36,Out
__export__.temp_log_194385_d4d8800b,Room Admin,07-12-2018 23:37,29,In
__export__.temp_log_194384_fb952af9,Room Admin,07-12-2018 23:37,29,In
__export__.temp_log_194382_44b99548,Room Admin,07-12-2018 23:36,36,Out
__export__.temp_log_194380_eb06450b,Room Admin,07-12-2018 23:36,36,Out
__export__.temp_log_194377_546a12d0,Room Admin,07-12-2018 23:34,35,Out
__export__.temp_log_194376_86ed7970,Room Admin,07-12-2018 23:34,35,Out
__export__.temp_log_194374_aa338bed,Room Admin,07-12-2018 23:33,29,In
__export__.temp_log_194375_bbe5b195,Room Admin,07-12-2018 23:33,29,In
__export__.temp_log_194371_680722e9,Room Admin,07-12-2018 23:32,36,Out
__export__.temp_log_194370_378f58af,Room Admin,07-12-2018 23:32,36,Out
__export__.temp_log_194368_0e260aa1,Room Admin,07-12-2018 23:31,29,In
__export__.temp_log_194369_cce6d858,Room Admin,07-12-2018 23:31,29,In
__export__.temp_log_194360_9a76d9c9,Room Admin,07-12-2018 23:29,29,In
__export__.temp_log_194361_366502b5,Room Admin,07-12-2018 23:29,29,In
__export__.temp_log_194353_09b73eb8,Room Admin,07-12-2018 23:22,36,Out
__export__.temp_log_194352_6ddaf76c,Room Admin,07-12-2018 23:22,36,Out
__export__.temp_log_194351_24e10635,Room Admin,07-12-2018 23:21,29,In
__export__.temp_log_194350_cff77e81,Room Admin,07-12-2018 23:21,29,In
__export__.temp_log_194349_f4495cc5,Room Admin,07-12-2018 23:20,36,Out
__export__.temp_log_194348_c751e110,Room Admin,07-12-2018 23:20,36,Out
__export__.temp_log_194346_cf5abafe,Room Admin,07-12-2018 23:19,29,In
__export__.temp_log_194347_cd085cdb,Room Admin,07-12-2018 23:19,29,In
__export__.temp_log_194340_6e7ce7cd,Room Admin,07-12-2018 23:18,36,Out
__export__.temp_log_194341_aef966b4,Room Admin,07-12-2018 23:18,36,Out
__export__.temp_log_194339_e1efbc11,Room Admin,07-12-2018 23:17,29,In
__export__.temp_log_194338_a771bb5e,Room Admin,07-12-2018 23:17,29,In
__export__.temp_log_194334_45f8e062,Room Admin,07-12-2018 23:16,36,Out
__export__.temp_log_194335_3e2255e7,Room Admin,07-12-2018 23:16,36,Out
__export__.temp_log_194331_ee91c118,Room Admin,07-12-2018 23:15,29,In
__export__.temp_log_194330_a5908400,Room Admin,07-12-2018 23:15,29,In
__export__.temp_log_194323_323ba8d3,Room Admin,07-12-2018 23:13,29,In
__export__.temp_log_194322_4adc5ecd,Room Admin,07-12-2018 23:13,29,In
__export__.temp_log_194319_f0e5f1ae,Room Admin,07-12-2018 23:11,29,In
__export__.temp_log_194318_bdf839f5,Room Admin,07-12-2018 23:11,29,In
__export__.temp_log_194313_2f7d524c,Room Admin,07-12-2018 23:09,29,In
__export__.temp_log_194312_b013b984,Room Admin,07-12-2018 23:09,29,In
__export__.temp_log_194310_15ee5e7e,Room Admin,07-12-2018 23:08,37,Out
__export__.temp_log_194308_61a6f9fd,Room Admin,07-12-2018 23:08,37,Out
__export__.temp_log_194305_e98ab26e,Room Admin,07-12-2018 23:07,29,In
__export__.temp_log_194304_51ee1841,Room Admin,07-12-2018 23:07,29,In
__export__.temp_log_194301_bb9bf272,Room Admin,07-12-2018 23:05,29,In
__export__.temp_log_194300_6ef0e9aa,Room Admin,07-12-2018 23:05,29,In
__export__.temp_log_194299_8e7950bf,Room Admin,07-12-2018 23:04,36,Out
__export__.temp_log_194297_d440a5c4,Room Admin,07-12-2018 23:04,36,Out
__export__.temp_log_194293_be7ace3a,Room Admin,07-12-2018 23:03,29,In
__export__.temp_log_194292_06f4df7f,Room Admin,07-12-2018 23:03,29,In
__export__.temp_log_194287_eddd802a,Room Admin,07-12-2018 22:59,29,In
__export__.temp_log_194286_fa306912,Room Admin,07-12-2018 22:59,29,In
__export__.temp_log_194283_56ab9866,Room Admin,07-12-2018 22:57,29,In
__export__.temp_log_194282_0bab890f,Room Admin,07-12-2018 22:57,29,In
__export__.temp_log_194281_a2e3e73a,Room Admin,07-12-2018 22:55,29,In
__export__.temp_log_194280_129acaa0,Room Admin,07-12-2018 22:55,29,In
__export__.temp_log_194275_43b4421d,Room Admin,07-12-2018 22:52,36,Out
__export__.temp_log_194274_e9d7188e,Room Admin,07-12-2018 22:52,36,Out
__export__.temp_log_194271_60487322,Room Admin,07-12-2018 22:51,29,In
__export__.temp_log_194270_f11f63f8,Room Admin,07-12-2018 22:51,29,In
__export__.temp_log_194269_589f2d14,Room Admin,07-12-2018 22:50,37,Out
__export__.temp_log_194268_2690883f,Room Admin,07-12-2018 22:50,37,Out
__export__.temp_log_194258_4cccbbb4,Room Admin,07-12-2018 22:47,29,In
__export__.temp_log_194259_0e2545b9,Room Admin,07-12-2018 22:47,29,In
__export__.temp_log_194255_342dd01c,Room Admin,07-12-2018 22:45,29,In
__export__.temp_log_194254_16fbbcbd,Room Admin,07-12-2018 22:44,29,In
__export__.temp_log_194248_79426673,Room Admin,07-12-2018 22:43,29,In
__export__.temp_log_194249_7ce026af,Room Admin,07-12-2018 22:42,29,In
__export__.temp_log_194237_b9552510,Room Admin,07-12-2018 22:39,29,In
__export__.temp_log_194236_418aa752,Room Admin,07-12-2018 22:38,29,In
__export__.temp_log_194233_42e80f6b,Room Admin,07-12-2018 22:37,29,In
__export__.temp_log_194232_1514c12a,Room Admin,07-12-2018 22:36,29,In
__export__.temp_log_194229_84beecf2,Room Admin,07-12-2018 22:35,29,In
__export__.temp_log_194228_b3e44483,Room Admin,07-12-2018 22:34,29,In
__export__.temp_log_194225_84b9e348,Room Admin,07-12-2018 22:32,36,Out
__export__.temp_log_194224_2483268a,Room Admin,07-12-2018 22:32,36,Out
__export__.temp_log_194218_c4e38b0f,Room Admin,07-12-2018 22:30,37,Out
__export__.temp_log_194219_e72e8eab,Room Admin,07-12-2018 22:30,37,Out
__export__.temp_log_194211_510c2d3e,Room Admin,07-12-2018 22:28,36,Out
__export__.temp_log_194210_f3a78a68,Room Admin,07-12-2018 22:28,36,Out
__export__.temp_log_194203_acf9e745,Room Admin,07-12-2018 22:25,29,In
__export__.temp_log_194202_477eb83d,Room Admin,07-12-2018 22:24,29,In
__export__.temp_log_194199_f4c417cf,Room Admin,07-12-2018 22:24,36,Out
